Platform,Count,Date,Language
LinkedIn,3,2024-12-09,Bilingue
LinkedIn,12,2024-12-09,English
LinkedIn,11,2024-12-09,Français
Linkedin,1,2024-12-09,Bilingual
Snapchat,1,2024-12-09,Français
X,27,2024-12-09,Bilingual
X,2,2024-12-09,Bilingue
X,348,2024-12-09,English
X,351,2024-12-09,Français
YouTube,23,2024-12-09,Bilingual
YouTube,3,2024-12-09,Bilingue
YouTube,62,2024-12-09,English
YouTube,58,2024-12-09,Français
Youtube,2,2024-12-09,Bilingual
Youtube,2,2024-12-09,English
Youtube,2,2024-12-09,Français
snapchat,1,2024-12-09,English
x,1,2024-12-09,English
x,1,2024-12-09,Français
Facebook,37,2024-12-10,Bilingual
Facebook,2,2024-12-10,Bilingue
Facebook,323,2024-12-10,English
Facebook,314,2024-12-10,Français
Flickr,12,2024-12-10,Bilingual
Flickr,1,2024-12-10,Bilingue
Flickr,5,2024-12-10,English
Flickr,4,2024-12-10,Français
Instagram,20,2024-12-10,Bilingual
Instagram,1,2024-12-10,Bilingue
Instagram,52,2024-12-10,English
Instagram,52,2024-12-10,Français
Intagram,1,2024-12-10,English
LinkedIn,89,2024-12-10,Bilingual
LinkedIn,3,2024-12-10,Bilingue
LinkedIn,12,2024-12-10,English
LinkedIn,11,2024-12-10,Français
Linkedin,1,2024-12-10,Bilingual
Snapchat,1,2024-12-10,Français
X,27,2024-12-10,Bilingual
X,2,2024-12-10,Bilingue
X,348,2024-12-10,English
X,351,2024-12-10,Français
YouTube,23,2024-12-10,Bilingual
YouTube,3,2024-12-10,Bilingue
YouTube,62,2024-12-10,English
YouTube,58,2024-12-10,Français
Youtube,2,2024-12-10,Bilingual
Youtube,2,2024-12-10,English
Youtube,2,2024-12-10,Français
snapchat,1,2024-12-10,English
x,1,2024-12-10,English
x,1,2024-12-10,Français
Facebook,37,2024-12-11,Bilingual
Facebook,2,2024-12-11,Bilingue
Facebook,323,2024-12-11,English
Facebook,314,2024-12-11,Français
Flickr,12,2024-12-11,Bilingual
Flickr,1,2024-12-11,Bilingue
Flickr,5,2024-12-11,English
Flickr,4,2024-12-11,Français
Instagram,20,2024-12-11,Bilingual
Instagram,1,2024-12-11,Bilingue
Instagram,52,2024-12-11,English
Instagram,52,2024-12-11,Français
Intagram,1,2024-12-11,English
LinkedIn,89,2024-12-11,Bilingual
LinkedIn,3,2024-12-11,Bilingue
LinkedIn,12,2024-12-11,English
LinkedIn,11,2024-12-11,Français
Linkedin,1,2024-12-11,Bilingual
Snapchat,1,2024-12-11,Français
X,27,2024-12-11,Bilingual
X,2,2024-12-11,Bilingue
X,348,2024-12-11,English
X,351,2024-12-11,Français
YouTube,23,2024-12-11,Bilingual
YouTube,3,2024-12-11,Bilingue
YouTube,62,2024-12-11,English
YouTube,58,2024-12-11,Français
Youtube,2,2024-12-11,Bilingual
Youtube,2,2024-12-11,English
Youtube,2,2024-12-11,Français
snapchat,1,2024-12-11,English
x,1,2024-12-11,English
x,1,2024-12-11,Français
Facebook,37,2024-12-12,Bilingual
Facebook,2,2024-12-12,Bilingue
Facebook,323,2024-12-12,English
Facebook,314,2024-12-12,Français
Flickr,12,2024-12-12,Bilingual
Flickr,1,2024-12-12,Bilingue
Flickr,5,2024-12-12,English
Flickr,4,2024-12-12,Français
Instagram,20,2024-12-12,Bilingual
Instagram,1,2024-12-12,Bilingue
Instagram,54,2024-12-12,English
Instagram,52,2024-12-12,Français
Intagram,1,2024-12-12,English
LinkedIn,89,2024-12-12,Bilingual
LinkedIn,3,2024-12-12,Bilingue
LinkedIn,12,2024-12-12,English
LinkedIn,11,2024-12-12,Français
Linkedin,1,2024-12-12,Bilingual
Snapchat,1,2024-12-12,Français
X,27,2024-12-12,Bilingual
X,2,2024-12-12,Bilingue
X,348,2024-12-12,English
X,351,2024-12-12,Français
YouTube,23,2024-12-12,Bilingual
YouTube,3,2024-12-12,Bilingue
YouTube,62,2024-12-12,English
YouTube,58,2024-12-12,Français
Youtube,2,2024-12-12,Bilingual
Youtube,3,2024-12-12,English
Youtube,3,2024-12-12,Français
snapchat,1,2024-12-12,English
x,1,2024-12-12,English
x,1,2024-12-12,Français
Facebook,37,2024-12-13,Bilingual
Facebook,2,2024-12-13,Bilingue
Facebook,323,2024-12-13,English
Facebook,314,2024-12-13,Français
Flickr,12,2024-12-13,Bilingual
Flickr,1,2024-12-13,Bilingue
Flickr,5,2024-12-13,English
Flickr,4,2024-12-13,Français
Instagram,20,2024-12-13,Bilingual
Instagram,1,2024-12-13,Bilingue
Instagram,54,2024-12-13,English
Instagram,52,2024-12-13,Français
Intagram,1,2024-12-13,English
LinkedIn,89,2024-12-13,Bilingual
LinkedIn,3,2024-12-13,Bilingue
LinkedIn,12,2024-12-13,English
LinkedIn,11,2024-12-13,Français
Linkedin,1,2024-12-13,Bilingual
Snapchat,1,2024-12-13,Français
X,27,2024-12-13,Bilingual
X,2,2024-12-13,Bilingue
X,348,2024-12-13,English
X,351,2024-12-13,Français
YouTube,23,2024-12-13,Bilingual
YouTube,3,2024-12-13,Bilingue
YouTube,62,2024-12-13,English
YouTube,58,2024-12-13,Français
Youtube,2,2024-12-13,Bilingual
Youtube,3,2024-12-13,English
Youtube,3,2024-12-13,Français
snapchat,1,2024-12-13,English
x,1,2024-12-13,English
x,1,2024-12-13,Français
Facebook,37,2024-12-14,Bilingual
Facebook,2,2024-12-14,Bilingue
Facebook,323,2024-12-14,English
Facebook,314,2024-12-14,Français
Flickr,12,2024-12-14,Bilingual
Flickr,1,2024-12-14,Bilingue
Flickr,5,2024-12-14,English
Flickr,4,2024-12-14,Français
Instagram,20,2024-12-14,Bilingual
Instagram,1,2024-12-14,Bilingue
Instagram,54,2024-12-14,English
Instagram,52,2024-12-14,Français
Intagram,1,2024-12-14,English
LinkedIn,89,2024-12-14,Bilingual
LinkedIn,3,2024-12-14,Bilingue
LinkedIn,12,2024-12-14,English
LinkedIn,11,2024-12-14,Français
Linkedin,1,2024-12-14,Bilingual
Snapchat,1,2024-12-14,Français
X,27,2024-12-14,Bilingual
X,2,2024-12-14,Bilingue
X,348,2024-12-14,English
X,351,2024-12-14,Français
YouTube,23,2024-12-14,Bilingual
YouTube,3,2024-12-14,Bilingue
YouTube,62,2024-12-14,English
YouTube,58,2024-12-14,Français
Youtube,2,2024-12-14,Bilingual
Youtube,3,2024-12-14,English
Youtube,3,2024-12-14,Français
snapchat,1,2024-12-14,English
x,1,2024-12-14,English
x,1,2024-12-14,Français
Facebook,37,2024-12-15,Bilingual
Facebook,2,2024-12-15,Bilingue
Facebook,323,2024-12-15,English
Facebook,314,2024-12-15,Français
Flickr,12,2024-12-15,Bilingual
Flickr,1,2024-12-15,Bilingue
Flickr,5,2024-12-15,English
Flickr,4,2024-12-15,Français
Instagram,20,2024-12-15,Bilingual
Instagram,1,2024-12-15,Bilingue
Instagram,54,2024-12-15,English
Instagram,52,2024-12-15,Français
Intagram,1,2024-12-15,English
LinkedIn,89,2024-12-15,Bilingual
LinkedIn,3,2024-12-15,Bilingue
LinkedIn,12,2024-12-15,English
LinkedIn,11,2024-12-15,Français
Linkedin,1,2024-12-15,Bilingual
Snapchat,1,2024-12-15,Français
X,27,2024-12-15,Bilingual
X,2,2024-12-15,Bilingue
X,348,2024-12-15,English
X,351,2024-12-15,Français
YouTube,23,2024-12-15,Bilingual
YouTube,3,2024-12-15,Bilingue
YouTube,62,2024-12-15,English
YouTube,58,2024-12-15,Français
Youtube,2,2024-12-15,Bilingual
Youtube,3,2024-12-15,English
Youtube,3,2024-12-15,Français
snapchat,1,2024-12-15,English
x,1,2024-12-15,English
x,1,2024-12-15,Français
Facebook,37,2024-12-16,Bilingual
Facebook,2,2024-12-16,Bilingue
Facebook,323,2024-12-16,English
Facebook,314,2024-12-16,Français
Flickr,12,2024-12-16,Bilingual
Flickr,1,2024-12-16,Bilingue
Flickr,5,2024-12-16,English
Flickr,4,2024-12-16,Français
Instagram,20,2024-12-16,Bilingual
Instagram,1,2024-12-16,Bilingue
Instagram,54,2024-12-16,English
Instagram,52,2024-12-16,Français
Intagram,1,2024-12-16,English
LinkedIn,89,2024-12-16,Bilingual
LinkedIn,3,2024-12-16,Bilingue
LinkedIn,12,2024-12-16,English
LinkedIn,11,2024-12-16,Français
Linkedin,1,2024-12-16,Bilingual
Snapchat,1,2024-12-16,Français
X,27,2024-12-16,Bilingual
X,2,2024-12-16,Bilingue
X,348,2024-12-16,English
X,351,2024-12-16,Français
YouTube,23,2024-12-16,Bilingual
YouTube,3,2024-12-16,Bilingue
YouTube,62,2024-12-16,English
YouTube,58,2024-12-16,Français
Youtube,2,2024-12-16,Bilingual
Youtube,3,2024-12-16,English
Youtube,3,2024-12-16,Français
snapchat,1,2024-12-16,English
x,1,2024-12-16,English
x,1,2024-12-16,Français
Facebook,37,2024-12-17,Bilingual
Facebook,2,2024-12-17,Bilingue
Facebook,323,2024-12-17,English
Facebook,314,2024-12-17,Français
Flickr,12,2024-12-17,Bilingual
Flickr,1,2024-12-17,Bilingue
Flickr,5,2024-12-17,English
Flickr,4,2024-12-17,Français
Instagram,20,2024-12-17,Bilingual
Instagram,1,2024-12-17,Bilingue
Instagram,54,2024-12-17,English
Instagram,52,2024-12-17,Français
Intagram,1,2024-12-17,English
LinkedIn,89,2024-12-17,Bilingual
LinkedIn,3,2024-12-17,Bilingue
LinkedIn,12,2024-12-17,English
LinkedIn,11,2024-12-17,Français
Linkedin,1,2024-12-17,Bilingual
Snapchat,1,2024-12-17,Français
X,27,2024-12-17,Bilingual
X,2,2024-12-17,Bilingue
X,348,2024-12-17,English
X,351,2024-12-17,Français
YouTube,23,2024-12-17,Bilingual
YouTube,3,2024-12-17,Bilingue
YouTube,62,2024-12-17,English
YouTube,58,2024-12-17,Français
Youtube,2,2024-12-17,Bilingual
Youtube,3,2024-12-17,English
Youtube,3,2024-12-17,Français
snapchat,1,2024-12-17,English
x,1,2024-12-17,English
x,1,2024-12-17,Français
Facebook,37,2024-12-18,Bilingual
Facebook,2,2024-12-18,Bilingue
Facebook,323,2024-12-18,English
Facebook,314,2024-12-18,Français
Flickr,12,2024-12-18,Bilingual
Flickr,1,2024-12-18,Bilingue
Flickr,5,2024-12-18,English
Flickr,4,2024-12-18,Français
Instagram,20,2024-12-18,Bilingual
Instagram,1,2024-12-18,Bilingue
Instagram,54,2024-12-18,English
Instagram,52,2024-12-18,Français
Intagram,1,2024-12-18,English
LinkedIn,89,2024-12-18,Bilingual
LinkedIn,3,2024-12-18,Bilingue
LinkedIn,12,2024-12-18,English
LinkedIn,11,2024-12-18,Français
Linkedin,1,2024-12-18,Bilingual
Snapchat,1,2024-12-18,Français
X,27,2024-12-18,Bilingual
X,2,2024-12-18,Bilingue
X,348,2024-12-18,English
X,351,2024-12-18,Français
YouTube,23,2024-12-18,Bilingual
YouTube,3,2024-12-18,Bilingue
YouTube,62,2024-12-18,English
YouTube,58,2024-12-18,Français
Youtube,2,2024-12-18,Bilingual
Youtube,3,2024-12-18,English
Youtube,3,2024-12-18,Français
snapchat,1,2024-12-18,English
x,1,2024-12-18,English
x,1,2024-12-18,Français
Facebook,37,2024-12-19,Bilingual
Facebook,2,2024-12-19,Bilingue
Facebook,323,2024-12-19,English
Facebook,314,2024-12-19,Français
Flickr,12,2024-12-19,Bilingual
Flickr,1,2024-12-19,Bilingue
Flickr,5,2024-12-19,English
Flickr,4,2024-12-19,Français
Instagram,20,2024-12-19,Bilingual
Instagram,1,2024-12-19,Bilingue
Instagram,54,2024-12-19,English
Instagram,52,2024-12-19,Français
Intagram,1,2024-12-19,English
LinkedIn,89,2024-12-19,Bilingual
LinkedIn,3,2024-12-19,Bilingue
LinkedIn,12,2024-12-19,English
LinkedIn,11,2024-12-19,Français
Linkedin,1,2024-12-19,Bilingual
Snapchat,1,2024-12-19,Français
X,27,2024-12-19,Bilingual
X,2,2024-12-19,Bilingue
X,348,2024-12-19,English
X,351,2024-12-19,Français
YouTube,23,2024-12-19,Bilingual
YouTube,3,2024-12-19,Bilingue
YouTube,62,2024-12-19,English
YouTube,58,2024-12-19,Français
Youtube,2,2024-12-19,Bilingual
Youtube,3,2024-12-19,English
Youtube,3,2024-12-19,Français
snapchat,1,2024-12-19,English
x,1,2024-12-19,English
x,1,2024-12-19,Français
Facebook,37,2024-12-20,Bilingual
Facebook,2,2024-12-20,Bilingue
Facebook,323,2024-12-20,English
Facebook,314,2024-12-20,Français
Flickr,12,2024-12-20,Bilingual
Flickr,1,2024-12-20,Bilingue
Flickr,5,2024-12-20,English
Flickr,4,2024-12-20,Français
Instagram,20,2024-12-20,Bilingual
Instagram,1,2024-12-20,Bilingue
Instagram,54,2024-12-20,English
Instagram,52,2024-12-20,Français
Intagram,1,2024-12-20,English
LinkedIn,89,2024-12-20,Bilingual
LinkedIn,3,2024-12-20,Bilingue
LinkedIn,12,2024-12-20,English
LinkedIn,11,2024-12-20,Français
Linkedin,1,2024-12-20,Bilingual
Snapchat,1,2024-12-20,Français
X,27,2024-12-20,Bilingual
X,2,2024-12-20,Bilingue
X,348,2024-12-20,English
X,351,2024-12-20,Français
YouTube,23,2024-12-20,Bilingual
YouTube,3,2024-12-20,Bilingue
YouTube,62,2024-12-20,English
YouTube,58,2024-12-20,Français
Youtube,2,2024-12-20,Bilingual
Youtube,3,2024-12-20,English
Youtube,3,2024-12-20,Français
snapchat,1,2024-12-20,English
x,1,2024-12-20,English
x,1,2024-12-20,Français
Facebook,37,2024-12-21,Bilingual
Facebook,2,2024-12-21,Bilingue
Facebook,323,2024-12-21,English
Facebook,314,2024-12-21,Français
Flickr,12,2024-12-21,Bilingual
Flickr,1,2024-12-21,Bilingue
Flickr,5,2024-12-21,English
Flickr,4,2024-12-21,Français
Instagram,20,2024-12-21,Bilingual
Instagram,1,2024-12-21,Bilingue
Instagram,54,2024-12-21,English
Instagram,52,2024-12-21,Français
Intagram,1,2024-12-21,English
LinkedIn,89,2024-12-21,Bilingual
LinkedIn,3,2024-12-21,Bilingue
LinkedIn,12,2024-12-21,English
LinkedIn,11,2024-12-21,Français
Linkedin,1,2024-12-21,Bilingual
Snapchat,1,2024-12-21,Français
X,27,2024-12-21,Bilingual
X,2,2024-12-21,Bilingue
X,348,2024-12-21,English
X,351,2024-12-21,Français
YouTube,23,2024-12-21,Bilingual
YouTube,3,2024-12-21,Bilingue
YouTube,62,2024-12-21,English
YouTube,58,2024-12-21,Français
Youtube,2,2024-12-21,Bilingual
Youtube,3,2024-12-21,English
Youtube,3,2024-12-21,Français
snapchat,1,2024-12-21,English
x,1,2024-12-21,English
x,1,2024-12-21,Français
Facebook,37,2024-12-22,Bilingual
Facebook,2,2024-12-22,Bilingue
Facebook,323,2024-12-22,English
Facebook,314,2024-12-22,Français
Flickr,12,2024-12-22,Bilingual
Flickr,1,2024-12-22,Bilingue
Flickr,5,2024-12-22,English
Flickr,4,2024-12-22,Français
Instagram,20,2024-12-22,Bilingual
Instagram,1,2024-12-22,Bilingue
Instagram,54,2024-12-22,English
Instagram,52,2024-12-22,Français
Intagram,1,2024-12-22,English
LinkedIn,89,2024-12-22,Bilingual
LinkedIn,3,2024-12-22,Bilingue
LinkedIn,12,2024-12-22,English
LinkedIn,11,2024-12-22,Français
Linkedin,1,2024-12-22,Bilingual
Snapchat,1,2024-12-22,Français
X,27,2024-12-22,Bilingual
X,2,2024-12-22,Bilingue
X,348,2024-12-22,English
X,351,2024-12-22,Français
YouTube,23,2024-12-22,Bilingual
YouTube,3,2024-12-22,Bilingue
YouTube,62,2024-12-22,English
YouTube,58,2024-12-22,Français
Youtube,2,2024-12-22,Bilingual
Youtube,3,2024-12-22,English
Youtube,3,2024-12-22,Français
snapchat,1,2024-12-22,English
x,1,2024-12-22,English
x,1,2024-12-22,Français
Facebook,37,2024-12-23,Bilingual
Facebook,2,2024-12-23,Bilingue
Facebook,323,2024-12-23,English
Facebook,314,2024-12-23,Français
Flickr,12,2024-12-23,Bilingual
Flickr,1,2024-12-23,Bilingue
Flickr,5,2024-12-23,English
Flickr,4,2024-12-23,Français
Instagram,20,2024-12-23,Bilingual
Instagram,1,2024-12-23,Bilingue
Instagram,54,2024-12-23,English
Instagram,52,2024-12-23,Français
Intagram,1,2024-12-23,English
LinkedIn,89,2024-12-23,Bilingual
LinkedIn,3,2024-12-23,Bilingue
LinkedIn,12,2024-12-23,English
LinkedIn,11,2024-12-23,Français
Linkedin,1,2024-12-23,Bilingual
Snapchat,1,2024-12-23,Français
X,27,2024-12-23,Bilingual
X,2,2024-12-23,Bilingue
X,348,2024-12-23,English
X,351,2024-12-23,Français
YouTube,23,2024-12-23,Bilingual
YouTube,3,2024-12-23,Bilingue
YouTube,62,2024-12-23,English
YouTube,58,2024-12-23,Français
Youtube,2,2024-12-23,Bilingual
Youtube,3,2024-12-23,English
Youtube,3,2024-12-23,Français
snapchat,1,2024-12-23,English
x,1,2024-12-23,English
x,1,2024-12-23,Français
Facebook,37,2024-12-24,Bilingual
Facebook,2,2024-12-24,Bilingue
Facebook,323,2024-12-24,English
Facebook,314,2024-12-24,Français
Flickr,12,2024-12-24,Bilingual
Flickr,1,2024-12-24,Bilingue
Flickr,5,2024-12-24,English
Flickr,4,2024-12-24,Français
Instagram,20,2024-12-24,Bilingual
Instagram,1,2024-12-24,Bilingue
Instagram,54,2024-12-24,English
Instagram,52,2024-12-24,Français
Intagram,1,2024-12-24,English
LinkedIn,89,2024-12-24,Bilingual
LinkedIn,3,2024-12-24,Bilingue
LinkedIn,12,2024-12-24,English
LinkedIn,11,2024-12-24,Français
Linkedin,1,2024-12-24,Bilingual
Snapchat,1,2024-12-24,Français
X,27,2024-12-24,Bilingual
X,2,2024-12-24,Bilingue
X,348,2024-12-24,English
X,351,2024-12-24,Français
YouTube,23,2024-12-24,Bilingual
YouTube,3,2024-12-24,Bilingue
YouTube,62,2024-12-24,English
YouTube,58,2024-12-24,Français
Youtube,2,2024-12-24,Bilingual
Youtube,3,2024-12-24,English
Youtube,3,2024-12-24,Français
snapchat,1,2024-12-24,English
x,1,2024-12-24,English
x,1,2024-12-24,Français
Facebook,37,2024-12-25,Bilingual
Facebook,2,2024-12-25,Bilingue
Facebook,323,2024-12-25,English
Facebook,314,2024-12-25,Français
Flickr,12,2024-12-25,Bilingual
Flickr,1,2024-12-25,Bilingue
Flickr,5,2024-12-25,English
Flickr,4,2024-12-25,Français
Instagram,20,2024-12-25,Bilingual
Instagram,1,2024-12-25,Bilingue
Instagram,54,2024-12-25,English
Instagram,52,2024-12-25,Français
Intagram,1,2024-12-25,English
LinkedIn,89,2024-12-25,Bilingual
LinkedIn,3,2024-12-25,Bilingue
LinkedIn,12,2024-12-25,English
LinkedIn,11,2024-12-25,Français
Linkedin,1,2024-12-25,Bilingual
Snapchat,1,2024-12-25,Français
X,27,2024-12-25,Bilingual
X,2,2024-12-25,Bilingue
X,348,2024-12-25,English
X,351,2024-12-25,Français
YouTube,23,2024-12-25,Bilingual
YouTube,3,2024-12-25,Bilingue
YouTube,62,2024-12-25,English
YouTube,58,2024-12-25,Français
Youtube,2,2024-12-25,Bilingual
Youtube,3,2024-12-25,English
Youtube,3,2024-12-25,Français
snapchat,1,2024-12-25,English
x,1,2024-12-25,English
x,1,2024-12-25,Français
Facebook,37,2024-12-26,Bilingual
Facebook,2,2024-12-26,Bilingue
Facebook,323,2024-12-26,English
Facebook,314,2024-12-26,Français
Flickr,12,2024-12-26,Bilingual
Flickr,1,2024-12-26,Bilingue
Flickr,5,2024-12-26,English
Flickr,4,2024-12-26,Français
Instagram,20,2024-12-26,Bilingual
Instagram,1,2024-12-26,Bilingue
Instagram,54,2024-12-26,English
Instagram,52,2024-12-26,Français
Intagram,1,2024-12-26,English
LinkedIn,89,2024-12-26,Bilingual
LinkedIn,3,2024-12-26,Bilingue
LinkedIn,12,2024-12-26,English
LinkedIn,11,2024-12-26,Français
Linkedin,1,2024-12-26,Bilingual
Snapchat,1,2024-12-26,Français
X,27,2024-12-26,Bilingual
X,2,2024-12-26,Bilingue
X,348,2024-12-26,English
X,351,2024-12-26,Français
YouTube,23,2024-12-26,Bilingual
YouTube,3,2024-12-26,Bilingue
YouTube,62,2024-12-26,English
YouTube,58,2024-12-26,Français
Youtube,2,2024-12-26,Bilingual
Youtube,3,2024-12-26,English
Youtube,3,2024-12-26,Français
snapchat,1,2024-12-26,English
x,1,2024-12-26,English
x,1,2024-12-26,Français
Facebook,37,2024-12-27,Bilingual
Facebook,2,2024-12-27,Bilingue
Facebook,323,2024-12-27,English
Facebook,314,2024-12-27,Français
Flickr,12,2024-12-27,Bilingual
Flickr,1,2024-12-27,Bilingue
Flickr,5,2024-12-27,English
Flickr,4,2024-12-27,Français
Instagram,20,2024-12-27,Bilingual
Instagram,1,2024-12-27,Bilingue
Instagram,54,2024-12-27,English
Instagram,52,2024-12-27,Français
Intagram,1,2024-12-27,English
LinkedIn,89,2024-12-27,Bilingual
LinkedIn,3,2024-12-27,Bilingue
LinkedIn,12,2024-12-27,English
LinkedIn,11,2024-12-27,Français
Linkedin,1,2024-12-27,Bilingual
Snapchat,1,2024-12-27,Français
X,27,2024-12-27,Bilingual
X,2,2024-12-27,Bilingue
X,348,2024-12-27,English
X,351,2024-12-27,Français
YouTube,23,2024-12-27,Bilingual
YouTube,3,2024-12-27,Bilingue
YouTube,62,2024-12-27,English
YouTube,58,2024-12-27,Français
Youtube,2,2024-12-27,Bilingual
Youtube,3,2024-12-27,English
Youtube,3,2024-12-27,Français
snapchat,1,2024-12-27,English
x,1,2024-12-27,English
x,1,2024-12-27,Français
Facebook,37,2024-12-28,Bilingual
Facebook,2,2024-12-28,Bilingue
Facebook,323,2024-12-28,English
Facebook,314,2024-12-28,Français
Flickr,12,2024-12-28,Bilingual
Flickr,1,2024-12-28,Bilingue
Flickr,5,2024-12-28,English
Flickr,4,2024-12-28,Français
Instagram,20,2024-12-28,Bilingual
Instagram,1,2024-12-28,Bilingue
Instagram,54,2024-12-28,English
Instagram,52,2024-12-28,Français
Intagram,1,2024-12-28,English
LinkedIn,89,2024-12-28,Bilingual
LinkedIn,3,2024-12-28,Bilingue
LinkedIn,12,2024-12-28,English
LinkedIn,11,2024-12-28,Français
Linkedin,1,2024-12-28,Bilingual
Snapchat,1,2024-12-28,Français
X,27,2024-12-28,Bilingual
X,2,2024-12-28,Bilingue
X,348,2024-12-28,English
X,351,2024-12-28,Français
YouTube,23,2024-12-28,Bilingual
YouTube,3,2024-12-28,Bilingue
YouTube,62,2024-12-28,English
YouTube,58,2024-12-28,Français
Youtube,2,2024-12-28,Bilingual
Youtube,3,2024-12-28,English
Youtube,3,2024-12-28,Français
snapchat,1,2024-12-28,English
x,1,2024-12-28,English
x,1,2024-12-28,Français
Facebook,37,2024-12-29,Bilingual
Facebook,2,2024-12-29,Bilingue
Facebook,323,2024-12-29,English
Facebook,314,2024-12-29,Français
Flickr,12,2024-12-29,Bilingual
Flickr,1,2024-12-29,Bilingue
Flickr,5,2024-12-29,English
Flickr,4,2024-12-29,Français
Instagram,20,2024-12-29,Bilingual
Instagram,1,2024-12-29,Bilingue
Instagram,54,2024-12-29,English
Instagram,52,2024-12-29,Français
Intagram,1,2024-12-29,English
LinkedIn,89,2024-12-29,Bilingual
LinkedIn,3,2024-12-29,Bilingue
LinkedIn,12,2024-12-29,English
LinkedIn,11,2024-12-29,Français
Linkedin,1,2024-12-29,Bilingual
Snapchat,1,2024-12-29,Français
X,27,2024-12-29,Bilingual
X,2,2024-12-29,Bilingue
X,348,2024-12-29,English
X,351,2024-12-29,Français
YouTube,23,2024-12-29,Bilingual
YouTube,3,2024-12-29,Bilingue
YouTube,62,2024-12-29,English
YouTube,58,2024-12-29,Français
Youtube,2,2024-12-29,Bilingual
Youtube,3,2024-12-29,English
Youtube,3,2024-12-29,Français
snapchat,1,2024-12-29,English
x,1,2024-12-29,English
x,1,2024-12-29,Français
Facebook,37,2024-12-30,Bilingual
Facebook,2,2024-12-30,Bilingue
Facebook,323,2024-12-30,English
Facebook,314,2024-12-30,Français
Flickr,12,2024-12-30,Bilingual
Flickr,1,2024-12-30,Bilingue
Flickr,5,2024-12-30,English
Flickr,4,2024-12-30,Français
Instagram,20,2024-12-30,Bilingual
Instagram,1,2024-12-30,Bilingue
Instagram,54,2024-12-30,English
Instagram,52,2024-12-30,Français
Intagram,1,2024-12-30,English
LinkedIn,89,2024-12-30,Bilingual
LinkedIn,3,2024-12-30,Bilingue
LinkedIn,12,2024-12-30,English
LinkedIn,11,2024-12-30,Français
Linkedin,1,2024-12-30,Bilingual
Snapchat,1,2024-12-30,Français
X,27,2024-12-30,Bilingual
X,2,2024-12-30,Bilingue
X,348,2024-12-30,English
X,351,2024-12-30,Français
YouTube,23,2024-12-30,Bilingual
YouTube,3,2024-12-30,Bilingue
YouTube,62,2024-12-30,English
YouTube,58,2024-12-30,Français
Youtube,2,2024-12-30,Bilingual
Youtube,3,2024-12-30,English
Youtube,3,2024-12-30,Français
snapchat,1,2024-12-30,English
x,1,2024-12-30,English
x,1,2024-12-30,Français
Facebook,37,2024-12-31,Bilingual
Facebook,2,2024-12-31,Bilingue
Facebook,323,2024-12-31,English
Facebook,314,2024-12-31,Français
Flickr,12,2024-12-31,Bilingual
Flickr,1,2024-12-31,Bilingue
Flickr,5,2024-12-31,English
Flickr,4,2024-12-31,Français
Instagram,20,2024-12-31,Bilingual
Instagram,1,2024-12-31,Bilingue
Instagram,54,2024-12-31,English
Instagram,52,2024-12-31,Français
Intagram,1,2024-12-31,English
LinkedIn,89,2024-12-31,Bilingual
LinkedIn,3,2024-12-31,Bilingue
LinkedIn,12,2024-12-31,English
LinkedIn,11,2024-12-31,Français
Linkedin,1,2024-12-31,Bilingual
Snapchat,1,2024-12-31,Français
X,27,2024-12-31,Bilingual
X,2,2024-12-31,Bilingue
X,348,2024-12-31,English
X,351,2024-12-31,Français
YouTube,23,2024-12-31,Bilingual
YouTube,3,2024-12-31,Bilingue
YouTube,62,2024-12-31,English
YouTube,58,2024-12-31,Français
Youtube,2,2024-12-31,Bilingual
Youtube,3,2024-12-31,English
Youtube,3,2024-12-31,Français
snapchat,1,2024-12-31,English
x,1,2024-12-31,English
x,1,2024-12-31,Français
Facebook,37,2025-01-01,Bilingual
Facebook,2,2025-01-01,Bilingue
Facebook,323,2025-01-01,English
Facebook,314,2025-01-01,Français
Flickr,12,2025-01-01,Bilingual
Flickr,1,2025-01-01,Bilingue
Flickr,5,2025-01-01,English
Flickr,4,2025-01-01,Français
Instagram,20,2025-01-01,Bilingual
Instagram,1,2025-01-01,Bilingue
Instagram,54,2025-01-01,English
Instagram,52,2025-01-01,Français
Intagram,1,2025-01-01,English
LinkedIn,89,2025-01-01,Bilingual
LinkedIn,3,2025-01-01,Bilingue
LinkedIn,12,2025-01-01,English
LinkedIn,11,2025-01-01,Français
Linkedin,1,2025-01-01,Bilingual
Snapchat,1,2025-01-01,Français
X,27,2025-01-01,Bilingual
X,2,2025-01-01,Bilingue
X,348,2025-01-01,English
X,351,2025-01-01,Français
YouTube,23,2025-01-01,Bilingual
YouTube,3,2025-01-01,Bilingue
YouTube,62,2025-01-01,English
YouTube,58,2025-01-01,Français
Youtube,2,2025-01-01,Bilingual
Youtube,3,2025-01-01,English
Youtube,3,2025-01-01,Français
snapchat,1,2025-01-01,English
x,1,2025-01-01,English
x,1,2025-01-01,Français
Facebook,37,2025-01-02,Bilingual
Facebook,2,2025-01-02,Bilingue
Facebook,323,2025-01-02,English
Facebook,314,2025-01-02,Français
Flickr,12,2025-01-02,Bilingual
Flickr,1,2025-01-02,Bilingue
Flickr,5,2025-01-02,English
Flickr,4,2025-01-02,Français
Instagram,20,2025-01-02,Bilingual
Instagram,1,2025-01-02,Bilingue
Instagram,54,2025-01-02,English
