Platform,Count,Date,Language
Linkedin,1,2024-11-15,Bilingual
Snapchat,1,2024-11-15,Français
X,27,2024-11-15,Bilingual
X,2,2024-11-15,Bilingue
X,349,2024-11-15,English
X,352,2024-11-15,Français
YouTube,23,2024-11-15,Bilingual
YouTube,3,2024-11-15,Bilingue
YouTube,62,2024-11-15,English
YouTube,58,2024-11-15,Français
Youtube,2,2024-11-15,Bilingual
Youtube,2,2024-11-15,English
Youtube,2,2024-11-15,Français
snapchat,1,2024-11-15,English
x,1,2024-11-15,English
x,1,2024-11-15,Français
Facebook,37,2024-11-16,Bilingual
Facebook,2,2024-11-16,Bilingue
Facebook,323,2024-11-16,English
Facebook,314,2024-11-16,Français
Flickr,12,2024-11-16,Bilingual
Flickr,1,2024-11-16,Bilingue
Flickr,5,2024-11-16,English
Flickr,4,2024-11-16,Français
Instagram,20,2024-11-16,Bilingual
Instagram,1,2024-11-16,Bilingue
Instagram,52,2024-11-16,English
Instagram,52,2024-11-16,Français
Intagram,1,2024-11-16,English
LinkedIn,89,2024-11-16,Bilingual
LinkedIn,3,2024-11-16,Bilingue
LinkedIn,12,2024-11-16,English
LinkedIn,11,2024-11-16,Français
Linkedin,1,2024-11-16,Bilingual
Snapchat,1,2024-11-16,Français
X,27,2024-11-16,Bilingual
X,2,2024-11-16,Bilingue
X,349,2024-11-16,English
X,352,2024-11-16,Français
YouTube,23,2024-11-16,Bilingual
YouTube,3,2024-11-16,Bilingue
YouTube,62,2024-11-16,English
YouTube,58,2024-11-16,Français
Youtube,2,2024-11-16,Bilingual
Youtube,2,2024-11-16,English
Youtube,2,2024-11-16,Français
snapchat,1,2024-11-16,English
x,1,2024-11-16,English
x,1,2024-11-16,Français
Facebook,37,2024-11-17,Bilingual
Facebook,2,2024-11-17,Bilingue
Facebook,323,2024-11-17,English
Facebook,314,2024-11-17,Français
Flickr,12,2024-11-17,Bilingual
Flickr,1,2024-11-17,Bilingue
Flickr,5,2024-11-17,English
Flickr,4,2024-11-17,Français
Instagram,20,2024-11-17,Bilingual
Instagram,1,2024-11-17,Bilingue
Instagram,52,2024-11-17,English
Instagram,52,2024-11-17,Français
Intagram,1,2024-11-17,English
LinkedIn,89,2024-11-17,Bilingual
LinkedIn,3,2024-11-17,Bilingue
LinkedIn,12,2024-11-17,English
LinkedIn,11,2024-11-17,Français
Linkedin,1,2024-11-17,Bilingual
Snapchat,1,2024-11-17,Français
X,27,2024-11-17,Bilingual
X,2,2024-11-17,Bilingue
X,349,2024-11-17,English
X,352,2024-11-17,Français
YouTube,23,2024-11-17,Bilingual
YouTube,3,2024-11-17,Bilingue
YouTube,62,2024-11-17,English
YouTube,58,2024-11-17,Français
Youtube,2,2024-11-17,Bilingual
Youtube,2,2024-11-17,English
Youtube,2,2024-11-17,Français
snapchat,1,2024-11-17,English
x,1,2024-11-17,English
x,1,2024-11-17,Français
Facebook,37,2024-11-18,Bilingual
Facebook,2,2024-11-18,Bilingue
Facebook,323,2024-11-18,English
Facebook,314,2024-11-18,Français
Flickr,12,2024-11-18,Bilingual
Flickr,1,2024-11-18,Bilingue
Flickr,5,2024-11-18,English
Flickr,4,2024-11-18,Français
Instagram,20,2024-11-18,Bilingual
Instagram,1,2024-11-18,Bilingue
Instagram,52,2024-11-18,English
Instagram,52,2024-11-18,Français
Intagram,1,2024-11-18,English
LinkedIn,89,2024-11-18,Bilingual
LinkedIn,3,2024-11-18,Bilingue
LinkedIn,12,2024-11-18,English
LinkedIn,11,2024-11-18,Français
Linkedin,1,2024-11-18,Bilingual
Snapchat,1,2024-11-18,Français
X,27,2024-11-18,Bilingual
X,2,2024-11-18,Bilingue
X,349,2024-11-18,English
X,352,2024-11-18,Français
YouTube,23,2024-11-18,Bilingual
YouTube,3,2024-11-18,Bilingue
YouTube,62,2024-11-18,English
YouTube,58,2024-11-18,Français
Youtube,2,2024-11-18,Bilingual
Youtube,2,2024-11-18,English
Youtube,2,2024-11-18,Français
snapchat,1,2024-11-18,English
x,1,2024-11-18,English
x,1,2024-11-18,Français
Facebook,37,2024-11-19,Bilingual
Facebook,2,2024-11-19,Bilingue
Facebook,323,2024-11-19,English
Facebook,314,2024-11-19,Français
Flickr,12,2024-11-19,Bilingual
Flickr,1,2024-11-19,Bilingue
Flickr,5,2024-11-19,English
Flickr,4,2024-11-19,Français
Instagram,20,2024-11-19,Bilingual
Instagram,1,2024-11-19,Bilingue
Instagram,52,2024-11-19,English
Instagram,52,2024-11-19,Français
Intagram,1,2024-11-19,English
LinkedIn,89,2024-11-19,Bilingual
LinkedIn,3,2024-11-19,Bilingue
LinkedIn,12,2024-11-19,English
LinkedIn,11,2024-11-19,Français
Linkedin,1,2024-11-19,Bilingual
Snapchat,1,2024-11-19,Français
X,27,2024-11-19,Bilingual
X,2,2024-11-19,Bilingue
X,349,2024-11-19,English
X,352,2024-11-19,Français
YouTube,23,2024-11-19,Bilingual
YouTube,3,2024-11-19,Bilingue
YouTube,62,2024-11-19,English
YouTube,58,2024-11-19,Français
Youtube,2,2024-11-19,Bilingual
Youtube,2,2024-11-19,English
Youtube,2,2024-11-19,Français
snapchat,1,2024-11-19,English
x,1,2024-11-19,English
x,1,2024-11-19,Français
Facebook,37,2024-11-20,Bilingual
Facebook,2,2024-11-20,Bilingue
Facebook,323,2024-11-20,English
Facebook,314,2024-11-20,Français
Flickr,12,2024-11-20,Bilingual
Flickr,1,2024-11-20,Bilingue
Flickr,5,2024-11-20,English
Flickr,4,2024-11-20,Français
Instagram,20,2024-11-20,Bilingual
Instagram,1,2024-11-20,Bilingue
Instagram,52,2024-11-20,English
Instagram,52,2024-11-20,Français
Intagram,1,2024-11-20,English
LinkedIn,89,2024-11-20,Bilingual
LinkedIn,3,2024-11-20,Bilingue
LinkedIn,12,2024-11-20,English
LinkedIn,11,2024-11-20,Français
Linkedin,1,2024-11-20,Bilingual
Snapchat,1,2024-11-20,Français
X,27,2024-11-20,Bilingual
X,2,2024-11-20,Bilingue
X,348,2024-11-20,English
X,351,2024-11-20,Français
YouTube,23,2024-11-20,Bilingual
YouTube,3,2024-11-20,Bilingue
YouTube,62,2024-11-20,English
YouTube,58,2024-11-20,Français
Youtube,2,2024-11-20,Bilingual
Youtube,2,2024-11-20,English
Youtube,2,2024-11-20,Français
snapchat,1,2024-11-20,English
x,1,2024-11-20,English
x,1,2024-11-20,Français
Facebook,37,2024-11-21,Bilingual
Facebook,2,2024-11-21,Bilingue
Facebook,323,2024-11-21,English
Facebook,314,2024-11-21,Français
Flickr,12,2024-11-21,Bilingual
Flickr,1,2024-11-21,Bilingue
Flickr,5,2024-11-21,English
Flickr,4,2024-11-21,Français
Instagram,20,2024-11-21,Bilingual
Instagram,1,2024-11-21,Bilingue
Instagram,52,2024-11-21,English
Instagram,52,2024-11-21,Français
Intagram,1,2024-11-21,English
LinkedIn,89,2024-11-21,Bilingual
LinkedIn,3,2024-11-21,Bilingue
LinkedIn,12,2024-11-21,English
LinkedIn,11,2024-11-21,Français
Linkedin,1,2024-11-21,Bilingual
Snapchat,1,2024-11-21,Français
X,27,2024-11-21,Bilingual
X,2,2024-11-21,Bilingue
X,348,2024-11-21,English
X,351,2024-11-21,Français
YouTube,23,2024-11-21,Bilingual
YouTube,3,2024-11-21,Bilingue
YouTube,62,2024-11-21,English
YouTube,58,2024-11-21,Français
Youtube,2,2024-11-21,Bilingual
Youtube,2,2024-11-21,English
Youtube,2,2024-11-21,Français
snapchat,1,2024-11-21,English
x,1,2024-11-21,English
x,1,2024-11-21,Français
Facebook,37,2024-11-22,Bilingual
Facebook,2,2024-11-22,Bilingue
Facebook,323,2024-11-22,English
Facebook,314,2024-11-22,Français
Flickr,12,2024-11-22,Bilingual
Flickr,1,2024-11-22,Bilingue
Flickr,5,2024-11-22,English
Flickr,4,2024-11-22,Français
Instagram,20,2024-11-22,Bilingual
Instagram,1,2024-11-22,Bilingue
Instagram,52,2024-11-22,English
Instagram,52,2024-11-22,Français
Intagram,1,2024-11-22,English
LinkedIn,89,2024-11-22,Bilingual
LinkedIn,3,2024-11-22,Bilingue
LinkedIn,12,2024-11-22,English
LinkedIn,11,2024-11-22,Français
Linkedin,1,2024-11-22,Bilingual
Snapchat,1,2024-11-22,Français
X,27,2024-11-22,Bilingual
X,2,2024-11-22,Bilingue
X,348,2024-11-22,English
X,351,2024-11-22,Français
YouTube,23,2024-11-22,Bilingual
YouTube,3,2024-11-22,Bilingue
YouTube,62,2024-11-22,English
YouTube,58,2024-11-22,Français
Youtube,2,2024-11-22,Bilingual
Youtube,2,2024-11-22,English
Youtube,2,2024-11-22,Français
snapchat,1,2024-11-22,English
x,1,2024-11-22,English
x,1,2024-11-22,Français
Facebook,37,2024-11-23,Bilingual
Facebook,2,2024-11-23,Bilingue
Facebook,323,2024-11-23,English
Facebook,314,2024-11-23,Français
Flickr,12,2024-11-23,Bilingual
Flickr,1,2024-11-23,Bilingue
Flickr,5,2024-11-23,English
Flickr,4,2024-11-23,Français
Instagram,20,2024-11-23,Bilingual
Instagram,1,2024-11-23,Bilingue
Instagram,52,2024-11-23,English
Instagram,52,2024-11-23,Français
Intagram,1,2024-11-23,English
LinkedIn,89,2024-11-23,Bilingual
LinkedIn,3,2024-11-23,Bilingue
LinkedIn,12,2024-11-23,English
LinkedIn,11,2024-11-23,Français
Linkedin,1,2024-11-23,Bilingual
Snapchat,1,2024-11-23,Français
X,27,2024-11-23,Bilingual
X,2,2024-11-23,Bilingue
X,348,2024-11-23,English
X,351,2024-11-23,Français
YouTube,23,2024-11-23,Bilingual
YouTube,3,2024-11-23,Bilingue
YouTube,62,2024-11-23,English
YouTube,58,2024-11-23,Français
Youtube,2,2024-11-23,Bilingual
Youtube,2,2024-11-23,English
Youtube,2,2024-11-23,Français
snapchat,1,2024-11-23,English
x,1,2024-11-23,English
x,1,2024-11-23,Français
Facebook,37,2024-11-24,Bilingual
Facebook,2,2024-11-24,Bilingue
Facebook,323,2024-11-24,English
Facebook,314,2024-11-24,Français
Flickr,12,2024-11-24,Bilingual
Flickr,1,2024-11-24,Bilingue
Flickr,5,2024-11-24,English
Flickr,4,2024-11-24,Français
Instagram,20,2024-11-24,Bilingual
Instagram,1,2024-11-24,Bilingue
Instagram,52,2024-11-24,English
Instagram,52,2024-11-24,Français
Intagram,1,2024-11-24,English
LinkedIn,89,2024-11-24,Bilingual
LinkedIn,3,2024-11-24,Bilingue
LinkedIn,12,2024-11-24,English
LinkedIn,11,2024-11-24,Français
Linkedin,1,2024-11-24,Bilingual
Snapchat,1,2024-11-24,Français
X,27,2024-11-24,Bilingual
X,2,2024-11-24,Bilingue
X,348,2024-11-24,English
X,351,2024-11-24,Français
YouTube,23,2024-11-24,Bilingual
YouTube,3,2024-11-24,Bilingue
YouTube,62,2024-11-24,English
YouTube,58,2024-11-24,Français
Youtube,2,2024-11-24,Bilingual
Youtube,2,2024-11-24,English
Youtube,2,2024-11-24,Français
snapchat,1,2024-11-24,English
x,1,2024-11-24,English
x,1,2024-11-24,Français
Facebook,37,2024-11-25,Bilingual
Facebook,2,2024-11-25,Bilingue
Facebook,323,2024-11-25,English
Facebook,314,2024-11-25,Français
Flickr,12,2024-11-25,Bilingual
Flickr,1,2024-11-25,Bilingue
Flickr,5,2024-11-25,English
Flickr,4,2024-11-25,Français
Instagram,20,2024-11-25,Bilingual
Instagram,1,2024-11-25,Bilingue
Instagram,52,2024-11-25,English
Instagram,52,2024-11-25,Français
Intagram,1,2024-11-25,English
LinkedIn,89,2024-11-25,Bilingual
LinkedIn,3,2024-11-25,Bilingue
LinkedIn,12,2024-11-25,English
LinkedIn,11,2024-11-25,Français
Linkedin,1,2024-11-25,Bilingual
Snapchat,1,2024-11-25,Français
X,27,2024-11-25,Bilingual
X,2,2024-11-25,Bilingue
X,348,2024-11-25,English
X,351,2024-11-25,Français
YouTube,23,2024-11-25,Bilingual
YouTube,3,2024-11-25,Bilingue
YouTube,62,2024-11-25,English
YouTube,58,2024-11-25,Français
Youtube,2,2024-11-25,Bilingual
Youtube,2,2024-11-25,English
Youtube,2,2024-11-25,Français
snapchat,1,2024-11-25,English
x,1,2024-11-25,English
x,1,2024-11-25,Français
Facebook,37,2024-11-26,Bilingual
Facebook,2,2024-11-26,Bilingue
Facebook,323,2024-11-26,English
Facebook,314,2024-11-26,Français
Flickr,12,2024-11-26,Bilingual
Flickr,1,2024-11-26,Bilingue
Flickr,5,2024-11-26,English
Flickr,4,2024-11-26,Français
Instagram,20,2024-11-26,Bilingual
Instagram,1,2024-11-26,Bilingue
Instagram,52,2024-11-26,English
Instagram,52,2024-11-26,Français
Intagram,1,2024-11-26,English
LinkedIn,89,2024-11-26,Bilingual
LinkedIn,3,2024-11-26,Bilingue
LinkedIn,12,2024-11-26,English
LinkedIn,11,2024-11-26,Français
Linkedin,1,2024-11-26,Bilingual
Snapchat,1,2024-11-26,Français
X,27,2024-11-26,Bilingual
X,2,2024-11-26,Bilingue
X,348,2024-11-26,English
X,351,2024-11-26,Français
YouTube,23,2024-11-26,Bilingual
YouTube,3,2024-11-26,Bilingue
YouTube,62,2024-11-26,English
YouTube,58,2024-11-26,Français
Youtube,2,2024-11-26,Bilingual
Youtube,2,2024-11-26,English
Youtube,2,2024-11-26,Français
snapchat,1,2024-11-26,English
x,1,2024-11-26,English
x,1,2024-11-26,Français
Facebook,37,2024-11-27,Bilingual
Facebook,2,2024-11-27,Bilingue
Facebook,323,2024-11-27,English
Facebook,314,2024-11-27,Français
Flickr,12,2024-11-27,Bilingual
Flickr,1,2024-11-27,Bilingue
Flickr,5,2024-11-27,English
Flickr,4,2024-11-27,Français
Instagram,20,2024-11-27,Bilingual
Instagram,1,2024-11-27,Bilingue
Instagram,52,2024-11-27,English
Instagram,52,2024-11-27,Français
Intagram,1,2024-11-27,English
LinkedIn,89,2024-11-27,Bilingual
LinkedIn,3,2024-11-27,Bilingue
LinkedIn,12,2024-11-27,English
LinkedIn,11,2024-11-27,Français
Linkedin,1,2024-11-27,Bilingual
Snapchat,1,2024-11-27,Français
X,27,2024-11-27,Bilingual
X,2,2024-11-27,Bilingue
X,348,2024-11-27,English
X,351,2024-11-27,Français
YouTube,23,2024-11-27,Bilingual
YouTube,3,2024-11-27,Bilingue
YouTube,62,2024-11-27,English
YouTube,58,2024-11-27,Français
Youtube,2,2024-11-27,Bilingual
Youtube,2,2024-11-27,English
Youtube,2,2024-11-27,Français
snapchat,1,2024-11-27,English
x,1,2024-11-27,English
x,1,2024-11-27,Français
Facebook,37,2024-11-28,Bilingual
Facebook,2,2024-11-28,Bilingue
Facebook,323,2024-11-28,English
Facebook,314,2024-11-28,Français
Flickr,12,2024-11-28,Bilingual
Flickr,1,2024-11-28,Bilingue
Flickr,5,2024-11-28,English
Flickr,4,2024-11-28,Français
Instagram,20,2024-11-28,Bilingual
Instagram,1,2024-11-28,Bilingue
Instagram,52,2024-11-28,English
Instagram,52,2024-11-28,Français
Intagram,1,2024-11-28,English
LinkedIn,89,2024-11-28,Bilingual
LinkedIn,3,2024-11-28,Bilingue
LinkedIn,12,2024-11-28,English
LinkedIn,11,2024-11-28,Français
Linkedin,1,2024-11-28,Bilingual
Snapchat,1,2024-11-28,Français
X,27,2024-11-28,Bilingual
X,2,2024-11-28,Bilingue
X,348,2024-11-28,English
X,351,2024-11-28,Français
YouTube,23,2024-11-28,Bilingual
YouTube,3,2024-11-28,Bilingue
YouTube,62,2024-11-28,English
YouTube,58,2024-11-28,Français
Youtube,2,2024-11-28,Bilingual
Youtube,2,2024-11-28,English
Youtube,2,2024-11-28,Français
snapchat,1,2024-11-28,English
x,1,2024-11-28,English
x,1,2024-11-28,Français
Facebook,37,2024-11-29,Bilingual
Facebook,2,2024-11-29,Bilingue
Facebook,323,2024-11-29,English
Facebook,314,2024-11-29,Français
Flickr,12,2024-11-29,Bilingual
Flickr,1,2024-11-29,Bilingue
Flickr,5,2024-11-29,English
Flickr,4,2024-11-29,Français
Instagram,20,2024-11-29,Bilingual
Instagram,1,2024-11-29,Bilingue
Instagram,52,2024-11-29,English
Instagram,52,2024-11-29,Français
Intagram,1,2024-11-29,English
LinkedIn,89,2024-11-29,Bilingual
LinkedIn,3,2024-11-29,Bilingue
LinkedIn,12,2024-11-29,English
LinkedIn,11,2024-11-29,Français
Linkedin,1,2024-11-29,Bilingual
Snapchat,1,2024-11-29,Français
X,27,2024-11-29,Bilingual
X,2,2024-11-29,Bilingue
X,348,2024-11-29,English
X,351,2024-11-29,Français
YouTube,23,2024-11-29,Bilingual
YouTube,3,2024-11-29,Bilingue
YouTube,62,2024-11-29,English
YouTube,58,2024-11-29,Français
Youtube,2,2024-11-29,Bilingual
Youtube,2,2024-11-29,English
Youtube,2,2024-11-29,Français
snapchat,1,2024-11-29,English
x,1,2024-11-29,English
x,1,2024-11-29,Français
Facebook,37,2024-11-30,Bilingual
Facebook,2,2024-11-30,Bilingue
Facebook,323,2024-11-30,English
Facebook,314,2024-11-30,Français
Flickr,12,2024-11-30,Bilingual
Flickr,1,2024-11-30,Bilingue
Flickr,5,2024-11-30,English
Flickr,4,2024-11-30,Français
Instagram,20,2024-11-30,Bilingual
Instagram,1,2024-11-30,Bilingue
Instagram,52,2024-11-30,English
Instagram,52,2024-11-30,Français
Intagram,1,2024-11-30,English
LinkedIn,89,2024-11-30,Bilingual
LinkedIn,3,2024-11-30,Bilingue
LinkedIn,12,2024-11-30,English
LinkedIn,11,2024-11-30,Français
Linkedin,1,2024-11-30,Bilingual
Snapchat,1,2024-11-30,Français
X,27,2024-11-30,Bilingual
X,2,2024-11-30,Bilingue
X,348,2024-11-30,English
X,351,2024-11-30,Français
YouTube,23,2024-11-30,Bilingual
YouTube,3,2024-11-30,Bilingue
YouTube,62,2024-11-30,English
YouTube,58,2024-11-30,Français
Youtube,2,2024-11-30,Bilingual
Youtube,2,2024-11-30,English
Youtube,2,2024-11-30,Français
snapchat,1,2024-11-30,English
x,1,2024-11-30,English
x,1,2024-11-30,Français
Facebook,37,2024-12-01,Bilingual
Facebook,2,2024-12-01,Bilingue
Facebook,323,2024-12-01,English
Facebook,314,2024-12-01,Français
Flickr,12,2024-12-01,Bilingual
Flickr,1,2024-12-01,Bilingue
Flickr,5,2024-12-01,English
Flickr,4,2024-12-01,Français
Instagram,20,2024-12-01,Bilingual
Instagram,1,2024-12-01,Bilingue
Instagram,52,2024-12-01,English
Instagram,52,2024-12-01,Français
Intagram,1,2024-12-01,English
LinkedIn,89,2024-12-01,Bilingual
LinkedIn,3,2024-12-01,Bilingue
LinkedIn,12,2024-12-01,English
LinkedIn,11,2024-12-01,Français
Linkedin,1,2024-12-01,Bilingual
Snapchat,1,2024-12-01,Français
X,27,2024-12-01,Bilingual
X,2,2024-12-01,Bilingue
X,348,2024-12-01,English
X,351,2024-12-01,Français
YouTube,23,2024-12-01,Bilingual
YouTube,3,2024-12-01,Bilingue
YouTube,62,2024-12-01,English
YouTube,58,2024-12-01,Français
Youtube,2,2024-12-01,Bilingual
Youtube,2,2024-12-01,English
Youtube,2,2024-12-01,Français
snapchat,1,2024-12-01,English
x,1,2024-12-01,English
x,1,2024-12-01,Français
Facebook,37,2024-12-02,Bilingual
Facebook,2,2024-12-02,Bilingue
Facebook,323,2024-12-02,English
Facebook,314,2024-12-02,Français
Flickr,12,2024-12-02,Bilingual
Flickr,1,2024-12-02,Bilingue
Flickr,5,2024-12-02,English
Flickr,4,2024-12-02,Français
Instagram,20,2024-12-02,Bilingual
Instagram,1,2024-12-02,Bilingue
Instagram,52,2024-12-02,English
Instagram,52,2024-12-02,Français
Intagram,1,2024-12-02,English
LinkedIn,89,2024-12-02,Bilingual
LinkedIn,3,2024-12-02,Bilingue
LinkedIn,12,2024-12-02,English
LinkedIn,11,2024-12-02,Français
Linkedin,1,2024-12-02,Bilingual
Snapchat,1,2024-12-02,Français
X,27,2024-12-02,Bilingual
X,2,2024-12-02,Bilingue
X,348,2024-12-02,English
X,351,2024-12-02,Français
YouTube,23,2024-12-02,Bilingual
YouTube,3,2024-12-02,Bilingue
YouTube,62,2024-12-02,English
YouTube,58,2024-12-02,Français
Youtube,2,2024-12-02,Bilingual
Youtube,2,2024-12-02,English
Youtube,2,2024-12-02,Français
snapchat,1,2024-12-02,English
x,1,2024-12-02,English
x,1,2024-12-02,Français
Facebook,37,2024-12-03,Bilingual
Facebook,2,2024-12-03,Bilingue
Facebook,323,2024-12-03,English
Facebook,314,2024-12-03,Français
Flickr,12,2024-12-03,Bilingual
Flickr,1,2024-12-03,Bilingue
Flickr,5,2024-12-03,English
Flickr,4,2024-12-03,Français
Instagram,20,2024-12-03,Bilingual
Instagram,1,2024-12-03,Bilingue
Instagram,52,2024-12-03,English
Instagram,52,2024-12-03,Français
Intagram,1,2024-12-03,English
LinkedIn,89,2024-12-03,Bilingual
LinkedIn,3,2024-12-03,Bilingue
LinkedIn,12,2024-12-03,English
LinkedIn,11,2024-12-03,Français
Linkedin,1,2024-12-03,Bilingual
Snapchat,1,2024-12-03,Français
X,27,2024-12-03,Bilingual
X,2,2024-12-03,Bilingue
X,348,2024-12-03,English
X,351,2024-12-03,Français
YouTube,23,2024-12-03,Bilingual
YouTube,3,2024-12-03,Bilingue
YouTube,62,2024-12-03,English
YouTube,58,2024-12-03,Français
Youtube,2,2024-12-03,Bilingual
Youtube,2,2024-12-03,English
Youtube,2,2024-12-03,Français
snapchat,1,2024-12-03,English
x,1,2024-12-03,English
x,1,2024-12-03,Français
Facebook,37,2024-12-04,Bilingual
Facebook,2,2024-12-04,Bilingue
Facebook,323,2024-12-04,English
Facebook,314,2024-12-04,Français
Flickr,12,2024-12-04,Bilingual
Flickr,1,2024-12-04,Bilingue
Flickr,5,2024-12-04,English
Flickr,4,2024-12-04,Français
Instagram,20,2024-12-04,Bilingual
Instagram,1,2024-12-04,Bilingue
Instagram,52,2024-12-04,English
Instagram,52,2024-12-04,Français
Intagram,1,2024-12-04,English
LinkedIn,89,2024-12-04,Bilingual
LinkedIn,3,2024-12-04,Bilingue
LinkedIn,12,2024-12-04,English
LinkedIn,11,2024-12-04,Français
Linkedin,1,2024-12-04,Bilingual
Snapchat,1,2024-12-04,Français
X,27,2024-12-04,Bilingual
X,2,2024-12-04,Bilingue
X,348,2024-12-04,English
X,351,2024-12-04,Français
YouTube,23,2024-12-04,Bilingual
YouTube,3,2024-12-04,Bilingue
YouTube,62,2024-12-04,English
YouTube,58,2024-12-04,Français
Youtube,2,2024-12-04,Bilingual
Youtube,2,2024-12-04,English
Youtube,2,2024-12-04,Français
snapchat,1,2024-12-04,English
x,1,2024-12-04,English
x,1,2024-12-04,Français
Facebook,37,2024-12-05,Bilingual
Facebook,2,2024-12-05,Bilingue
Facebook,323,2024-12-05,English
Facebook,314,2024-12-05,Français
Flickr,12,2024-12-05,Bilingual
Flickr,1,2024-12-05,Bilingue
Flickr,5,2024-12-05,English
Flickr,4,2024-12-05,Français
Instagram,20,2024-12-05,Bilingual
Instagram,1,2024-12-05,Bilingue
Instagram,52,2024-12-05,English
Instagram,52,2024-12-05,Français
Intagram,1,2024-12-05,English
LinkedIn,89,2024-12-05,Bilingual
LinkedIn,3,2024-12-05,Bilingue
LinkedIn,12,2024-12-05,English
LinkedIn,11,2024-12-05,Français
Linkedin,1,2024-12-05,Bilingual
Snapchat,1,2024-12-05,Français
X,27,2024-12-05,Bilingual
X,2,2024-12-05,Bilingue
X,348,2024-12-05,English
X,351,2024-12-05,Français
YouTube,23,2024-12-05,Bilingual
YouTube,3,2024-12-05,Bilingue
YouTube,62,2024-12-05,English
YouTube,58,2024-12-05,Français
Youtube,2,2024-12-05,Bilingual
Youtube,2,2024-12-05,English
Youtube,2,2024-12-05,Français
snapchat,1,2024-12-05,English
x,1,2024-12-05,English
x,1,2024-12-05,Français
Facebook,37,2024-12-06,Bilingual
Facebook,2,2024-12-06,Bilingue
Facebook,323,2024-12-06,English
Facebook,314,2024-12-06,Français
Flickr,12,2024-12-06,Bilingual
Flickr,1,2024-12-06,Bilingue
Flickr,5,2024-12-06,English
Flickr,4,2024-12-06,Français
Instagram,20,2024-12-06,Bilingual
Instagram,1,2024-12-06,Bilingue
Instagram,52,2024-12-06,English
Instagram,52,2024-12-06,Français
Intagram,1,2024-12-06,English
LinkedIn,89,2024-12-06,Bilingual
LinkedIn,3,2024-12-06,Bilingue
LinkedIn,12,2024-12-06,English
LinkedIn,11,2024-12-06,Français
Linkedin,1,2024-12-06,Bilingual
Snapchat,1,2024-12-06,Français
X,27,2024-12-06,Bilingual
X,2,2024-12-06,Bilingue
X,348,2024-12-06,English
X,351,2024-12-06,Français
YouTube,23,2024-12-06,Bilingual
YouTube,3,2024-12-06,Bilingue
YouTube,62,2024-12-06,English
YouTube,58,2024-12-06,Français
Youtube,2,2024-12-06,Bilingual
Youtube,2,2024-12-06,English
Youtube,2,2024-12-06,Français
snapchat,1,2024-12-06,English
x,1,2024-12-06,English
x,1,2024-12-06,Français
Facebook,37,2024-12-07,Bilingual
Facebook,2,2024-12-07,Bilingue
Facebook,323,2024-12-07,English
Facebook,314,2024-12-07,Français
Flickr,12,2024-12-07,Bilingual
Flickr,1,2024-12-07,Bilingue
Flickr,5,2024-12-07,English
Flickr,4,2024-12-07,Français
Instagram,20,2024-12-07,Bilingual
Instagram,1,2024-12-07,Bilingue
Instagram,52,2024-12-07,English
Instagram,52,2024-12-07,Français
Intagram,1,2024-12-07,English
LinkedIn,89,2024-12-07,Bilingual
LinkedIn,3,2024-12-07,Bilingue
LinkedIn,12,2024-12-07,English
LinkedIn,11,2024-12-07,Français
Linkedin,1,2024-12-07,Bilingual
Snapchat,1,2024-12-07,Français
X,27,2024-12-07,Bilingual
X,2,2024-12-07,Bilingue
X,348,2024-12-07,English
X,351,2024-12-07,Français
YouTube,23,2024-12-07,Bilingual
YouTube,3,2024-12-07,Bilingue
YouTube,62,2024-12-07,English
YouTube,58,2024-12-07,Français
Youtube,2,2024-12-07,Bilingual
Youtube,2,2024-12-07,English
Youtube,2,2024-12-07,Français
snapchat,1,2024-12-07,English
x,1,2024-12-07,English
x,1,2024-12-07,Français
Facebook,37,2024-12-08,Bilingual
Facebook,2,2024-12-08,Bilingue
Facebook,323,2024-12-08,English
Facebook,314,2024-12-08,Français
Flickr,12,2024-12-08,Bilingual
Flickr,1,2024-12-08,Bilingue
Flickr,5,2024-12-08,English
Flickr,4,2024-12-08,Français
Instagram,20,2024-12-08,Bilingual
Instagram,1,2024-12-08,Bilingue
Instagram,52,2024-12-08,English
Instagram,52,2024-12-08,Français
Intagram,1,2024-12-08,English
LinkedIn,89,2024-12-08,Bilingual
LinkedIn,3,2024-12-08,Bilingue
LinkedIn,12,2024-12-08,English
LinkedIn,11,2024-12-08,Français
Linkedin,1,2024-12-08,Bilingual
Snapchat,1,2024-12-08,Français
X,27,2024-12-08,Bilingual
X,2,2024-12-08,Bilingue
X,348,2024-12-08,English
X,351,2024-12-08,Français
YouTube,23,2024-12-08,Bilingual
YouTube,3,2024-12-08,Bilingue
YouTube,62,2024-12-08,English
YouTube,58,2024-12-08,Français
Youtube,2,2024-12-08,Bilingual
Youtube,2,2024-12-08,English
Youtube,2,2024-12-08,Français
snapchat,1,2024-12-08,English
x,1,2024-12-08,English
x,1,2024-12-08,Français
Facebook,37,2024-12-09,Bilingual
Facebook,2,2024-12-09,Bilingue
Facebook,323,2024-12-09,English
Facebook,314,2024-12-09,Français
Flickr,12,2024-12-09,Bilingual
Flickr,1,2024-12-09,Bilingue
Flickr,5,2024-12-09,English
Flickr,4,2024-12-09,Français
Instagram,20,2024-12-09,Bilingual
Instagram,1,2024-12-09,Bilingue
Instagram,52,2024-12-09,English
Instagram,52,2024-12-09,Français
Intagram,1,2024-12-09,English
LinkedIn,89,2024-12-09,Bilingual
